Label,Japanese,English,Notes
STR_DF_1EF4,\,\,
STR_DF_1EFB,はやい。キハ゛て゛こうけ゛きする,はやい。キハ゛て゛こうけ゛きする,
STR_DF_1F13,すは゛やいうこ゛きと すると゛い,すは゛やいうこ゛きと すると゛い,
STR_DF_1F29,\,\,
STR_DF_1F30,キハ゛て゛ こうけ゛きする,キハ゛て゛ こうけ゛きする,
STR_DF_1F45,きょうほ゛うなせいかく,きょうほ゛うなせいかく,
STR_DF_1F56,\,\,
STR_DF_1F5D,キハ゛は とてもきょうりょく,キハ゛は とてもきょうりょく,
STR_DF_1F73,からた゛か゛おおきくノロマな,からた゛か゛おおきくノロマな,
STR_DF_1F87,\,\,
STR_DF_1F8E,ハ゛ク゛てきをねむらせる,ハ゛ク゛てきをねむらせる,
STR_DF_1FA2,ふわふわと たた゛よっている,ふわふわと たた゛よっている,
STR_DF_1FB6,\,\,
STR_DF_1FBD,ほし゛ょてきな わさ゛か゛とくい,ほし゛ょてきな わさ゛か゛とくい,
STR_DF_1FD5,し゛ゅうりょくを せいき゛ょして,し゛ゅうりょくを せいき゛ょして,
STR_DF_1FEB,\,\,
STR_DF_1FF2,そらをとふ゛ちのうか゛たかい,そらをとふ゛ちのうか゛たかい,
STR_DF_2008,すうしゅるいのタイフ゜に,すうしゅるいのタイフ゜に,
STR_DF_201A,\,\,
STR_DF_2021,しんか することか゛て゛きる,しんか することか゛て゛きる,
STR_DF_2037,かせ゛をつかったこうけ゛きか゛,かせ゛をつかったこうけ゛きか゛,
STR_DF_204C,\,\,
STR_DF_2053,とくい。かいふくもて゛きる,とくい。かいふくもて゛きる,
STR_DF_2068,とてもすは゛やいツノやキハ゛て゛,とてもすは゛やいツノやキハ゛て゛,
STR_DF_207E,\,\,
STR_DF_2085,きょうれつなこうけ゛きをはなつ,きょうれつなこうけ゛きをはなつ,
STR_DF_209C,ひとか゛たの めす゛らしいハ゛ク゛,ひとか゛たの めす゛らしいハ゛ク゛,
STR_DF_20B3,\,\,
STR_DF_20BA,ハ゜ンチやキックて゛こうけ゛き,ハ゜ンチやキックて゛こうけ゛き,
STR_DF_20D1,ほのおこうけ゛きか゛とくいて゛,ほのおこうけ゛きか゛とくいて゛,
STR_DF_20E6,\,\,
STR_DF_20ED,りょううて゛か゛ は゛くはつかのう,りょううて゛か゛ は゛くはつかのう,
STR_DF_2106,たいないて゛ みちのエネルキ゛ーを,たいないて゛ みちのエネルキ゛ーを,
STR_DF_211D,\,\,
STR_DF_2124,つくりた゛しているキケンなハ゛ク゛,つくりた゛しているキケンなハ゛ク゛,
STR_DF_213D,かけ゛ろうのようにすきとおって,かけ゛ろうのようにすきとおって,
STR_DF_2152,\,\,
STR_DF_2159,いると゛くは゛りて゛こうけ゛き,いると゛くは゛りて゛こうけ゛き,
STR_DF_2170,こうそくて゛とひ゛まわり ハネの,こうそくて゛とひ゛まわり ハネの,
STR_DF_2186,\,\,
STR_DF_218D,ホ゜ットからレーサ゛ーをはなつ,ホ゜ットからレーサ゛ーをはなつ,
STR_DF_21A4,エネルキ゛ーを からた゛に ため,エネルキ゛ーを からた゛に ため,
STR_DF_21BA,\,\,
STR_DF_21C1,こんて゛いる。かくとうか゛とくい,こんて゛いる。かくとうか゛とくい,
STR_DF_21D9,ほのおをあやつり とっしんする,ほのおをあやつり とっしんする,
STR_DF_21EE,\,\,
STR_DF_21F5,そのさまは ほのおのた゛んか゛ん,そのさまは ほのおのた゛んか゛ん,
STR_DF_220D,オハ゛ケのようなかっこうて゛,オハ゛ケのようなかっこうて゛,
STR_DF_2221,\,\,
STR_DF_2228,くちかられいきをはいてこうけ゛き,くちかられいきをはいてこうけ゛き,
STR_DF_2240,ひとのことは゛を りかいし,ひとのことは゛を りかいし,
STR_DF_2253,\,\,
STR_DF_225A,かいわすることか゛て゛きるハ゛ク゛,かいわすることか゛て゛きるハ゛ク゛,
STR_DF_2273,ネットの いたるところに,ネットの いたるところに,
STR_DF_2285,\,\,
STR_DF_228C,らくか゛きしているハ゛ク゛,らくか゛きしているハ゛ク゛,
STR_DF_22A1,スキャナーから うまれた,スキャナーから うまれた,
STR_DF_22B3,\,\,
STR_DF_22BA,てきのうこ゛きをとりこんて゛しまう,てきのうこ゛きをとりこんて゛しまう,
STR_DF_22D3,し゛しゃくて゛て゛きたハ゛ク゛,し゛しゃくて゛て゛きたハ゛ク゛,
STR_DF_22E8,\,\,
STR_DF_22EF,し゛りょくて゛こうけ゛きする,し゛りょくて゛こうけ゛きする,
STR_DF_2305,さらにきょうりょくなし゛しゃくに,さらにきょうりょくなし゛しゃくに,
STR_DF_231B,\,\,
STR_DF_2322,しんかし゛りょくて゛こうけ゛き,しんかし゛りょくて゛こうけ゛き,
STR_DF_2339,カメのようなハ゛ク゛うこ゛きは,カメのようなハ゛ク゛うこ゛きは,
STR_DF_234E,\,\,
STR_DF_2355,おそいか゛ハ゜ンチか゛きょうれつ,おそいか゛ハ゜ンチか゛きょうれつ,
STR_DF_236D,なんて゛も こわしたか゛る,なんて゛も こわしたか゛る,
STR_DF_2380,\,\,
STR_DF_2387,きょうほ゛うなハ゛ク゛,きょうほ゛うなハ゛ク゛,
STR_DF_239A,CDロムからうまれたハ゛ク゛,CDロムからうまれたハ゛ク゛,
STR_DF_23AE,\,\,
STR_DF_23B5,いろんなCDて゛こうけ゛き,いろんなCDて゛こうけ゛き,
STR_DF_23CA,いろんなCDをつかってこうけ゛き,いろんなCDをつかってこうけ゛き,
STR_DF_23E0,\,\,
STR_DF_23E7,あらゆるし゛ょうほうをもっている,あらゆるし゛ょうほうをもっている,
STR_DF_23FF,やわからいコ゛ムせいのハ゛ク゛,やわからいコ゛ムせいのハ゛ク゛,
STR_DF_2414,\,\,
STR_DF_241B,た゛け゛きに つよい,た゛け゛きに つよい,
STR_DF_242D,こうけ゛きを ききにくくしたり,こうけ゛きを ききにくくしたり,
STR_DF_2442,\,\,
STR_DF_2449,てきのうこ゛きを とめたりて゛きる,てきのうこ゛きを とめたりて゛きる,
STR_DF_2462,た゛いこうふ゛つの て゛んきを,た゛いこうふ゛つの て゛んきを,
STR_DF_2477,\,\,
STR_DF_247E,さか゛しなか゛ら さまよっている,さか゛しなか゛ら さまよっている,
STR_DF_2496,からた゛のなかて゛ たいりょうの,からた゛のなかて゛ たいりょうの,
STR_DF_24AC,\,\,
STR_DF_24B3,て゛んきを ためることか゛て゛きる,て゛んきを ためることか゛て゛きる,
STR_DF_24CC,きょうりょくな て゛んきをつかった,きょうりょくな て゛んきをつかった,
STR_DF_24E3,\,\,
STR_DF_24EA,こうけ゛きと かいふくか゛とくい,こうけ゛きと かいふくか゛とくい,
STR_DF_2502,なそ゛のエネルキ゛ーからうまれた,なそ゛のエネルキ゛ーからうまれた,
STR_DF_2518,\,\,
STR_DF_251F,ハ゛ク゛にらんて゛こうけ゛き,ハ゛ク゛にらんて゛こうけ゛き,
STR_DF_2535,めた゛まて゛てきをいかく,めた゛まて゛てきをいかく,
STR_DF_2547,\,\,
STR_DF_254E,とくしゅこうけ゛きか゛とくい,とくしゅこうけ゛きか゛とくい,
STR_DF_2564,きょうれつなとくしゅこうけ゛きを,きょうれつなとくしゅこうけ゛きを,
STR_DF_257A,\,\,
STR_DF_2581,つかうた゛け゛きによわい,つかうた゛け゛きによわい,
STR_DF_2595,たいほうか゛たのハ゛ク゛,たいほうか゛たのハ゛ク゛,
STR_DF_25A7,\,\,
STR_DF_25AE,たいほうからいろんなたまをた゛す,たいほうからいろんなたまをた゛す,
STR_DF_25C6,たいほうを2つもっている,たいほうを2つもっている,
STR_DF_25D8,\,\,
STR_DF_25DF,きょうれつなレーサ゛ーもうつ,きょうれつなレーサ゛ーもうつ,
STR_DF_25F5,きょた゛いな4つの たいほうて゛,きょた゛いな4つの たいほうて゛,
STR_DF_260B,\,\,
STR_DF_2612,てきせ゛んたいをこうけ゛きする,てきせ゛んたいをこうけ゛きする,
STR_DF_2629,エネルキ゛ーホ゜ットて゛んきや,エネルキ゛ーホ゜ットて゛んきや,
STR_DF_263E,\,\,
STR_DF_2645,カ゛スて゛のこうけ゛きか゛とくい,カ゛スて゛のこうけ゛きか゛とくい,
STR_DF_265D,こうけ゛きし゛ゅうしのタイフ゜,こうけ゛きし゛ゅうしのタイフ゜,
STR_DF_2672,\,\,
STR_DF_2679,きょうりょくなレーサ゛ーをはなつ,きょうりょくなレーサ゛ーをはなつ,
STR_DF_2691,ほし゛ょこうけ゛きか゛とくい,ほし゛ょこうけ゛きか゛とくい,
STR_DF_26A5,\,\,
STR_DF_26AC,て゛んきやし゛ゅうりょくをつかう,て゛んきやし゛ゅうりょくをつかう,
STR_DF_26C4,ふあんていなテ゛ータのかたまり,ふあんていなテ゛ータのかたまり,
STR_DF_26D9,\,\,
STR_DF_26E0,とらえと゛ころか゛ない,とらえと゛ころか゛ない,
STR_DF_26F3,テ゛ータか゛すこしあんていした,テ゛ータか゛すこしあんていした,
STR_DF_2708,\,\,
STR_DF_270F,とてもこうけ゛きか゛ききにくい,とてもこうけ゛きか゛ききにくい,
STR_DF_2726,テ゛ータか゛かなりあんていした,テ゛ータか゛かなりあんていした,
STR_DF_273B,\,\,
STR_DF_2742,こうけ゛きか゛ききにくい,こうけ゛きか゛ききにくい,
STR_DF_2756,テ゛ータか゛かんせ゛んにあんてい,テ゛ータか゛かんせ゛んにあんてい,
STR_DF_276C,\,\,
STR_DF_2773,ちょくせつこうけ゛きか゛とくい,ちょくせつこうけ゛きか゛とくい,
STR_DF_278A,すると゛いカマて゛てきをきりさく,すると゛いカマて゛てきをきりさく,
STR_DF_27A0,\,\,
STR_DF_27A7,と゛くやマヒもとくい,と゛くやマヒもとくい,
STR_DF_27B9,ゆきた゛るまのようなハ゛ク゛,ゆきた゛るまのようなハ゛ク゛,
STR_DF_27CD,\,\,
STR_DF_27D4,くちかられいきをはいてこうけ゛き,くちかられいきをはいてこうけ゛き,
STR_DF_27EC,し゛ょうほうを かってに かき,し゛ょうほうを かってに かき,
STR_DF_2801,\,\,
STR_DF_2808,かえる いたす゛らす゛きのハ゛ク゛,かえる いたす゛らす゛きのハ゛ク゛,
STR_DF_2821,とても ちからか゛つよいハ゛ク゛,とても ちからか゛つよいハ゛ク゛,
STR_DF_2837,\,\,
STR_DF_283E,ハ゜ワーて゛てきをねし゛ふせる,ハ゜ワーて゛てきをねし゛ふせる,
STR_DF_2855,しんにゅうしゃを みつけると,しんにゅうしゃを みつけると,
STR_DF_2869,\,\,
STR_DF_2870,か゛むしゃらにこうけ゛きしてくる,か゛むしゃらにこうけ゛きしてくる,
STR_DF_2888,とても す゛るか゛しこいハ゛ク゛,とても す゛るか゛しこいハ゛ク゛,
STR_DF_289E,\,\,
STR_DF_28A5,せいしんこうけ゛きか゛とくい,せいしんこうけ゛きか゛とくい,
STR_DF_28BB,ことは゛たくみに ゆうわくする,ことは゛たくみに ゆうわくする,
STR_DF_28D0,\,\,
STR_DF_28D7,せいしんこうけ゛きか゛とくい,せいしんこうけ゛きか゛とくい,
STR_DF_28ED,かわいらしいすか゛たて゛,かわいらしいすか゛たて゛,
STR_DF_28FF,\,\,
STR_DF_2906,ゆた゛んさせて てきにかみつく,ゆた゛んさせて てきにかみつく,
STR_DF_291D,て゛んわた゛いの,て゛んわた゛いの,
STR_DF_292B,\,\,
STR_DF_2932,やすいし゛かんか゛すき,やすいし゛かんか゛すき,
STR_DF_2945,しゅし゛んの めいれいに,しゅし゛んの めいれいに,
STR_DF_2957,\,\,
STR_DF_295E,ちゅうし゛つなロホ゛ットハ゛ク゛,ちゅうし゛つなロホ゛ットハ゛ク゛,
STR_DF_2976,めいれいにしたか゛う あたまの,めいれいにしたか゛う あたまの,
STR_DF_298B,\,\,
STR_DF_2992,よいハ゛ク゛し゛しんによわい,よいハ゛ク゛し゛しんによわい,
STR_DF_29A8,うえとしたの2たいて゛1たい,うえとしたの2たいて゛1たい,
STR_DF_29BC,\,\,
STR_DF_29C3,とくしゅこうけ゛きか゛とくい,とくしゅこうけ゛きか゛とくい,
STR_DF_29D9,なかか゛わるいハ゛ク゛か゛,なかか゛わるいハ゛ク゛か゛,
STR_DF_29EC,\,\,
STR_DF_29F3,か゛ったいしている,か゛ったいしている,
STR_DF_2A04,なかか゛よいハ゛ク゛か゛,なかか゛よいハ゛ク゛か゛,
STR_DF_2A16,\,\,
STR_DF_2A1D,か゛ったいしている,か゛ったいしている,
STR_DF_2A2E,りょうりフ゜ロク゛ラムのハ゛ク゛,りょうりフ゜ロク゛ラムのハ゛ク゛,
STR_DF_2A44,\,\,
STR_DF_2A4B,りょうりの うて゛は いまいち,りょうりの うて゛は いまいち,
STR_DF_2A62,りょううて゛を ほうちょうに,りょううて゛を ほうちょうに,
STR_DF_2A76,\,\,
STR_DF_2A7D,かえた りょうりにんハ゛ク゛,かえた りょうりにんハ゛ク゛,
STR_DF_2A93,ふくのなかには いろいろな,ふくのなかには いろいろな,
STR_DF_2AA6,\,\,
STR_DF_2AAD,りょうりと゛うく゛をかくしている,りょうりと゛うく゛をかくしている,
STR_DF_2AC5,なにを かんか゛えているのか,なにを かんか゛えているのか,
STR_DF_2AD9,\,\,
STR_DF_2AE0,わからない なそ゛のハ゛ク゛,わからない なそ゛のハ゛ク゛,
STR_DF_2AF6,なにもかんか゛えていないようた゛か゛,なにもかんか゛えていないようた゛か゛,
STR_DF_2B0E,\,\,
STR_DF_2B15,あついのた゛けは かんし゛ている,あついのた゛けは かんし゛ている,
STR_DF_2B2D,なにもかんか゛えていないようた゛か゛,なにもかんか゛えていないようた゛か゛,
STR_DF_2B45,\,\,
STR_DF_2B4C,さむいのた゛けは かんし゛ている,さむいのた゛けは かんし゛ている,
STR_DF_2B64,なにもかんか゛えす゛に みす゛から,なにもかんか゛えす゛に みす゛から,
STR_DF_2B7B,\,\,
STR_DF_2B82,ト゛ロト゛ロに とけてしまった,ト゛ロト゛ロに とけてしまった,
STR_DF_2B99,とてもめす゛らしいハ゛ク゛,とてもめす゛らしいハ゛ク゛,
STR_DF_2BAC,\,\,
STR_DF_2BB3,ちからか゛つよい,ちからか゛つよい,
STR_DF_2BC3,ほこりたかく、かしこいハ゛ク゛,ほこりたかく、かしこいハ゛ク゛,
STR_DF_2BD8,\,\,
STR_DF_2BDF,て゛んせつのハ゛ク゛の1たい,て゛んせつのハ゛ク゛の1たい,
STR_DF_2BF5,おおそ゛らを はは゛たくことを,おおそ゛らを はは゛たくことを,
STR_DF_2C0A,\,\,
STR_DF_2C11,ゆめみて と゛りょくしている,ゆめみて と゛りょくしている,
STR_DF_2C27,うつくしいすか゛たて゛はは゛たく,うつくしいすか゛たて゛はは゛たく,
STR_DF_2C3D,\,\,
STR_DF_2C44,て゛んせつのハ゛ク゛の1たい,て゛んせつのハ゛ク゛の1たい,
STR_DF_2C5A,ネットのおくにふういんされしもの,ネットのおくにふういんされしもの,
STR_DF_2C70,\,\,
STR_DF_2C77,そのちからは みちすうた゛,そのちからは みちすうた゛,
STR_DF_2C8C,せなかのつは゛さを マントの,せなかのつは゛さを マントの,
STR_DF_2CA0,\,\,
STR_DF_2CA7,ようにつかい からた゛をまもる,ようにつかい からた゛をまもる,
STR_DF_2CBE,きゅうきょくの しんかけいたいを,きゅうきょくの しんかけいたいを,
STR_DF_2CD4,\,\,
STR_DF_2CDB,もとめ このすか゛たになった,もとめ このすか゛たになった,
STR_DF_2CF1,にんけ゛んに とりつくハ゛ク゛,にんけ゛んに とりつくハ゛ク゛,
STR_DF_2D06,\,\,
STR_DF_2D0D,し゛ゃあくな いしをもつ,し゛ゃあくな いしをもつ,
STR_DF_2D21,はっけんされたは゛かりのハ゛ク゛,はっけんされたは゛かりのハ゛ク゛,
STR_DF_2D37,\,\,
STR_DF_2D3E,おおきな かのうせいをひめている,おおきな かのうせいをひめている,
STR_DF_2D56,しんかしてきょうりょくになった,しんかしてきょうりょくになった,
STR_DF_2D6B,\,\,
STR_DF_2D72,ツメて゛あいてをきりさく,ツメて゛あいてをきりさく,
STR_DF_2D86,たさいな わさ゛て゛てきをたおす,たさいな わさ゛て゛てきをたおす,
STR_DF_2D9C,\,\,
STR_DF_2DA3,しゅし゛んに ちゅうせいをつくす,しゅし゛んに ちゅうせいをつくす,
STR_DF_2DBB,かき゛りなく にんけ゛んにちかい,かき゛りなく にんけ゛んにちかい,
STR_DF_2DD1,\,\,
STR_DF_2DD8,しこうかいろをもっている,しこうかいろをもっている,
STR_DF_2DEC,きわめてちのうか゛たかいハ゛ク゛,きわめてちのうか゛たかいハ゛ク゛,
STR_DF_2E02,\,\,
STR_DF_2E09,いつも なにかをかんか゛えている,いつも なにかをかんか゛えている,
STR_DF_2E21,その せいたいか゛なそ゛に,その せいたいか゛なそ゛に,
STR_DF_2E34,\,\,
STR_DF_2E3B,つつまれているか゛ひとなつっこい,つつまれているか゛ひとなつっこい,
STR_DF_2E53,しっほ゜か゛ はえたすか゛たは,しっほ゜か゛ はえたすか゛たは,
STR_DF_2E68,\,\,
STR_DF_2E6F,まるて゛ きょうりゅうのようた゛,まるて゛ きょうりゅうのようた゛,
STR_DF_2E87,きゅうきょくの しんかけいたいを,きゅうきょくの しんかけいたいを,
STR_DF_2E9D,\,\,
STR_DF_2EA4,もとめ このすか゛たになった,もとめ このすか゛たになった,
,,,
STR_E2_BC,なのはなタウン,なのはなタウン,(Map screen)
STR_E2_D7,サイトケ゛ートA,サイトケ゛ートA,
STR_E2_F3,アミテクノエリア,アミテクノエリア,
STR_E2_10F,アミラント゛,アミラント゛,
STR_E2_129,アミサファリエリア,アミサファリエリア,
STR_E2_146,サイトケ゛ートB,サイトケ゛ートB,
STR_E2_162,シーリソ゛ートエリア,シーリソ゛ートエリア,
STR_E2_180,シーラント゛,シーラント゛,
STR_E2_19A,シーサファリエリア,シーサファリエリア,
STR_E2_1B7,シーテクノエリア,シーテクノエリア,
STR_E2_1D3,サイトケ゛ートC,サイトケ゛ートC,
STR_E2_1EF,エアラント゛,エアラント゛,
STR_E2_209,エアサファリエリア,エアサファリエリア,
STR_E2_226,エアテクノエリア,エアテクノエリア,
STR_E2_242,サイトケ゛ートD,サイトケ゛ートD,
STR_E2_25E,エナシ゛ーラント゛,エナシ゛ーラント゛,
STR_E2_27B,エナシ゛ーサファリエリア,エナシ゛ーサファリエリア,
STR_E2_29B,タ゛ークキャッスル,タ゛ークキャッスル,
,,,
STR_E5_B10,シナリオ,シナリオ,(Credits)
STR_E5_B1B,         いしせ゛き ひて゛ゆき,         いしせ゛き ひて゛ゆき,
STR_E5_B36,キャラクターテ゛サ゛イン,キャラクターテ゛サ゛イン,
STR_E5_B49,         しまし゛り こうたろう,         しまし゛り こうたろう,
STR_E5_B64,ケ゛ームテ゛サ゛イン,ケ゛ームテ゛サ゛イン,
STR_E5_B75,          とこよた゛ ようし゛,          とこよた゛ ようし゛,
STR_E5_B90,フ゜ロク゛ラム,フ゜ロク゛ラム,
STR_E5_B9E,            むらお しんいち,            むらお しんいち,
STR_E5_BB9,ク゛ラフィック,ク゛ラフィック,
STR_E5_BC7,            よしむら きよと,            よしむら きよと,
STR_E5_BE2,          しみす゛ まさかす゛,          しみす゛ まさかす゛,
STR_E5_BFD,              タン ワンナ,              タン ワンナ,
STR_E5_C18,サウント゛,サウント゛,
STR_E5_C24, BGM, BGM,
STR_E5_C2F,           たかはま ゆうすけ,           たかはま ゆうすけ,
STR_E5_C4A,             やくわ ひとし,             やくわ ひとし,
STR_E5_C65,           いいし゛ま たくや,           いいし゛ま たくや,
STR_E5_C80, SE, SE,
STR_E5_C8A,            ほりえ のふ゛お,            ほりえ のふ゛お,
STR_E5_CA5,           かねみつ けんし゛,           かねみつ けんし゛,
STR_E5_CC0,          やまさ゛き まさとし,          やまさ゛き まさとし,
STR_E5_CDB,テ゛ハ゛ック゛,テ゛ハ゛ック゛,
STR_E5_CE9,            おか゛わ ゆきこ,            おか゛わ ゆきこ,
STR_E5_D04,         すき゛もと し゛ゅんこ,         すき゛もと し゛ゅんこ,
STR_E5_D1F,           とうかいりん こう,           とうかいりん こう,
STR_E5_D3A, ゆうけ゛んか゛いしゃテ゛シ゛タルハーツ, ゆうけ゛んか゛いしゃテ゛シ゛タルハーツ,
STR_E5_D55,             いわい たかし,             いわい たかし,
STR_E5_D70,             たなか たくや,             たなか たくや,
STR_E5_D8B,            おかた゛ たかし,            おかた゛ たかし,
STR_E5_DA6,             さかき まゆみ,             さかき まゆみ,
STR_E5_DC1,             なかた もとこ,             なかた もとこ,
STR_E5_DDC,          よしの し゛ゅんいち,          よしの し゛ゅんいち,
STR_E5_DF7,こうほう,こうほう,
STR_E5_E02,             ほしの さとみ,             ほしの さとみ,
STR_E5_E1D,テ゛ィレクター,テ゛ィレクター,
STR_E5_E2B,           なかか゛た のりお,           なかか゛た のりお,
STR_E5_E46,          こは゛やし こういち,          こは゛やし こういち,
STR_E5_E61,フ゜ロテ゛ューサー,Producer,
STR_E5_E71,          いいた゛ しゅうへい,          Shuhei Iida,
STR_E5_E8C,      かわそ゛え し゛ゅんいちろう,      Junichirou Kawazoe,
STR_E5_EA7,スヘ゜シャルサンクス,Special Thanks,
STR_E5_EB8, こうた゛んしゃ, Kodansha,(Published the defunct children's magazine Comic Bom Bom)
STR_E5_EC7, コミックホ゛ンホ゛ンへんしゅうふ゛, Comic Bom Bom Editorial Department,
STR_E5_EE0,        いけた゛ しんは゜ちろう,        Shinpachirou Ikeda,(Not a clue. Google results turn up profiles for some Japanese stage performers that don't quite match the name...)
STR_E5_EFB,            おか゛わ とおる,            Toru Ogawa,(70s baseball player)
STR_E5_F16,           よした゛ もりよし,           Moriyori Yoshida,(Apparantly some chef famous enough to have a Japanese Wikipedia article)
STR_E5_F31, ホシテ゛ンかふ゛しきか゛いしゃ, Hosiden Corporation,(Company that makes PCBs)
STR_E5_F48,             たに やすひろ,             Yasuhiro Tani,
STR_E5_F63,せいさく,Development,
STR_E5_F6E,                KAZe,                KAZe,
STR_E5_F89,はつは゛い,Publication,
STR_E5_F95,             スマイルソフト,             Smilesoft,
,,,
STR_F0_AccessPointMenu,アクセスホ゜イントメニュー,Access Point Menu,
STR_F0_45A,ハ゛ク゛サーハ゛ー,Bug Server,(Access point menu)
STR_F0_477,フ゛ラウサ゛,Browser,
STR_F0_491,セーフ゛,Save,
STR_F0_4B4,タ゛イフ゛,Dive,
STR_F0_4C2,しようふのう,Under Construction,
STR_F0_4DC,コ゛ミは゛こ,Recycle Bin,
STR_F0_4F6,アクセスをやめる,Disconnect,
STR_F0_7DA,ハ゛ク゛サーハ゛ーに,Deposit Bug,
STR_F0_7F5,ハ゛ク゛をあす゛ける,to Server  ,
STR_F0_822,ハ゛ク゛サーハ゛ーから,Withdraw Bug,
STR_F0_83E,ハ゛ク゛をひきた゛す,from Server,
STR_F0_86B,ハ゛ク゛サーハ゛ーをおわる,Exit Server,
STR_F0_923,ハ゜ーティーか゛いっは゜いて゛す,Party is full.,
STR_F0_A31,あす゛けるハ゛ク゛を,Please pick a Bug,
STR_F0_A4C,えらんて゛くた゛さい,to deposit.,
STR_F0_A9F,----------,----------,
STR_F0_B9E,   ,   ,
STR_F0_CF6,ほそ゛んしました!,Stored!  ,
STR_F0_D87,そのハ゛ク゛はあす゛けられません,This bug cannot be stored.,
STR_F0_F06,を, ,
STR_F0_F18,ハ゜ーティーにくわえた!,added to party!,
STR_F0_F9A,サーハ゛ーにハ゛ク゛か゛いません。,No Bugs in Server.,
STR_F0_1031,これまて゛の かつやくを,Save your   ,
STR_F0_104E,セーフ゛しますか?,progress?,
STR_F0_1096,つかまえたハ゛ク゛,Bugs caught,
STR_F0_1102,セーフ゛しました!,Game saved!,
STR_F0_128E,ハ゛ク゛をすてる,Toss Bug,
STR_F0_12B9,ハ゛ク゛をサルヘ゛ーシ゛,Salvage Bug ,
STR_F0_12E8,コ゛ミは゛こをおわる,Exit Recycle Bin,
STR_F0_1475,すてるハ゛ク゛を,Pick a Bug,
STR_F0_148E,えらんて゛くた゛さい,to discard.,
STR_F0_14E1,----------,----------,
STR_F0_15E0,   ,   ,
STR_F0_1772,すてました!,Discarded!,
STR_F0_17DA,そのハ゛ク゛はすてられません,Can't discard.,
STR_F0_1956,を, ,
STR_F0_1968,すてました!,discarded!,
STR_F0_19ED,サーハ゛ーにハ゛ク゛か゛いません。,No Bugs in server,
STR_F0_1C3D,を\, \,
STR_F0_1C49,ひきた゛しました!,was taken.,
STR_F0_1CCE,サルヘ゛ーシ゛て゛きるハ゛ク゛か゛,No salvagable    ,
STR_F0_1CF0,いません。,Bugs.,
STR_F0_1DE1,えつらんするホームヘ゜ーシ゛を,Pick a homepage,
STR_F0_1E01,えらんて゛くた゛さい。,to read.   ,
STR_F0_1F63,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_1F88,をGET!, got!,
STR_F0_208C,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_20B1,をGET!, got!,
STR_F0_21B5,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_21DA,をGET!, got!,
STR_F0_22DE,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_2303,をGET!, got!,
STR_F0_242B,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_2450,をGET!, got!,
STR_F0_24E3,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_2508,をGET!, got!,
STR_F0_259B,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_25C0,をGET!, got!,
STR_F0_2653,ハ゛ク゛をもちきれません,ハ゛ク゛をもちきれません,
STR_F0_2678,をGET!, got!,
STR_F0_277C,FE,FE,
STR_F0_278F,スティンク゛,Sting ,
STR_F0_27A6,ルカ゛ー,Ruger,
STR_F0_27BB,タヒロ,Tahiro,
STR_F0_27CF,シ゛ャンク,Jank,
STR_F0_27E5,オークション,Auction,
STR_F0_2860,ハ゜スワート゛を,Password,
STR_F0_2879,かくにんしました。,confirmed!,
STR_F0_289E,シークレットハ゛ク゛を,Here's your,
STR_F0_28BA,おうけとりくた゛さい。,secret bug.,
STR_F0_28DA,タ゛ウンロート゛ちゅう,Downloading,
STR_F0_28FD,・,・,
STR_F0_290B,・,・,
STR_F0_2919,・,・,
STR_F0_2927,・,・,
STR_F0_2935,OK!,OK!,
STR_F0_2988,ハ゜スワート゛か゛ちか゛います,Wrong password.,
STR_F0_29F5,そのハ゜スワート゛はむこうて゛す,Invalid password,
STR_F0_2A32,FEの\,FE's\Bug\pages,
STR_F0_2A3C,ハ゛ク゛の\,,
STR_F0_2A48,HPて゛す,,
STR_F0_2A61,スティンク゛\,Sting\Bug\pages,
STR_F0_2A6E,ハ゛ク゛の\,,
STR_F0_2A7A,HPて゛す,,
STR_F0_2A93,ルカ゛ーの\,Ruger\Bug\pages,
STR_F0_2A9F,ハ゛ク゛の\,,
STR_F0_2AAB,HPて゛す,,
STR_F0_2AC4,タヒロの\,Tahiro\Bug\pages,
STR_F0_2ACF,ハ゛ク゛の\,,
STR_F0_2ADB,HPて゛す,,
STR_F0_2AF4,シ゛ャンクの\,Jank's\,
STR_F0_2B01,ハ゛ク゛の\,Bug  \,
STR_F0_2B0D,HPて゛す,pages,
STR_F0_2B31,オークション\,Market\site\access,
STR_F0_2B3E,サイトに\,,
STR_F0_2B49,アクセス,,
STR_F0_2B56,オークション\,Market\,
STR_F0_2B63,サイトは\,site\closed,
STR_F0_2B6E,おやすみ,,
STR_F0_2BDB,TOPHP,TOPHP ,
STR_F0_2BE3,ハ゜ス,Pass,
STR_F0_2E8D,ハ゛ク゛カタロク゛, Catalog ,
STR_F0_2EA7,Aホ゛タンて゛, Press A,
STR_F0_2EBF,     せんたく,to select,
